
system.cpu.icache.overall_hits::total,0.5637,0.4539,0.0004,0.1687,0.1595,0.311,0.0908,0.0001,0.1688,0.0005,0.0002,0.0649,0.0004,0.4283,1.0,0.159,0.3015,0.0004,0.1284,0.1005,0.001,0.0002,0.0001,0.0001,0.0003,0.0001,0.0001,0.0002,0.0001,0.1524,0.0039,0.0149,0.1523,0.0009,0.0001,0.0005,0.0004,0.0116,0.0003,
system.cpu.iew.iewExecutedInsts,1.0,0.8698,0.0008,0.4914,0.7582,0.767,0.722,0.0003,0.4914,0.0011,0.0196,0.1371,0.0008,0.8691,0.9023,0.7579,0.5958,0.0008,0.251,0.3255,0.0025,0.0005,0.0003,0.0003,0.0006,0.0002,0.0002,0.0004,0.0003,0.4633,0.0086,0.0413,0.7772,0.0062,0.0003,0.0012,0.0008,0.0237,0.0007,
system.cpu.iew.iewExecLoadInsts,0.8814,0.6177,0.0006,0.1096,0.002,0.8159,0.8088,0.0002,0.1096,0.0007,0.0132,0.0971,0.0005,0.27,1.0,0.0001,0.51,0.0005,0.153,0.0843,0.0014,0.0004,0.0002,0.0002,0.0004,0.0002,0.0001,0.0003,0.0002,0.3009,0.0055,0.0272,0.2568,0.0013,0.0002,0.0008,0.0005,0.0163,0.0004,
system.cpu.iew.iewDispLoadInsts,0.7447,0.596,0.0006,0.0914,0.002,0.9064,0.8908,0.0002,0.0914,0.0008,0.0111,0.1051,0.0006,0.225,1.0,0.0001,0.4491,0.0006,0.1585,0.0704,0.0016,0.0004,0.0002,0.0002,0.0004,0.0002,0.0001,0.0003,0.0002,0.2533,0.006,0.0248,0.2521,0.0013,0.0002,0.0009,0.0006,0.0177,0.0005,
system.cpu.iew.iewDispatchedInsts,0.9339,0.9288,0.001,0.4534,0.6999,0.8713,0.808,0.0003,0.4534,0.0012,0.0182,0.1572,0.0009,0.8032,1.0,0.6993,0.5749,0.0009,0.2809,0.3008,0.0029,0.0005,0.0003,0.0004,0.0007,0.0003,0.0002,0.0005,0.0003,0.4337,0.0099,0.0405,0.7614,0.006,0.0004,0.0014,0.0009,0.0271,0.0008,
system.cpu.iq.iqInstsIssued,1.0,0.8958,0.0009,0.4914,0.7582,0.769,0.7244,0.0003,0.4914,0.0011,0.0197,0.1438,0.0008,0.8691,0.9188,0.7579,0.6005,0.0008,0.2628,0.3256,0.0026,0.0005,0.0003,0.0003,0.0006,0.0003,0.0002,0.0004,0.0003,0.4645,0.0091,0.0418,0.7879,0.0062,0.0003,0.0012,0.0008,0.025,0.0007,
system.cpu.iq.iqInstsAdded,0.9268,0.956,0.001,0.392,0.7219,0.8822,0.8173,0.0003,0.392,0.0013,0.0188,0.1614,0.0009,0.7821,1.0,0.7212,0.5927,0.001,0.2896,0.3102,0.003,0.0005,0.0003,0.0004,0.0007,0.0003,0.0002,0.0005,0.0003,0.4473,0.0101,0.0417,0.7846,0.0062,0.0004,0.0014,0.0009,0.0278,0.0008,
system.cpu.iq.int_inst_queue_wakeup_accesses,1.0,0.8406,0.0008,0.4919,0.0532,0.7553,0.7209,0.0003,0.4919,0.001,0.0196,0.1333,0.0007,0.87,0.8922,0.0514,0.4638,0.0007,0.2459,0.3251,0.0022,0.0004,0.0002,0.0003,0.0006,0.0002,0.0002,0.0004,0.0003,0.4631,0.0084,0.0406,0.5176,0.0061,0.0003,0.0011,0.0007,0.0231,0.0006,
system.cpu.iq.int_alu_accesses,1.0,0.8846,0.0009,0.4914,0.0532,0.7636,0.7257,0.0003,0.4914,0.0011,0.0197,0.1442,0.0008,0.869,0.9297,0.0513,0.469,0.0008,0.267,0.3252,0.0023,0.0005,0.0003,0.0003,0.0006,0.0003,0.0002,0.0004,0.0003,0.4746,0.009,0.0414,0.5329,0.0062,0.0003,0.0012,0.0008,0.0251,0.0007,
system.cpu.iq.FU_type_0::total,1.0,0.8958,0.0009,0.4914,0.7582,0.769,0.7244,0.0003,0.4914,0.0011,0.0197,0.1438,0.0008,0.8691,0.9188,0.7579,0.6005,0.0008,0.2628,0.3256,0.0026,0.0005,0.0003,0.0003,0.0006,0.0003,0.0002,0.0004,0.0003,0.4645,0.0091,0.0418,0.7879,0.0062,0.0003,0.0012,0.0008,0.025,0.0007,
